shipment_id,client_id,origin,destination,distance_km,weight_tons,price_eur,date_requested
9102,268,East Williammouth,Adrianshire,1248.3,20.08,1387.97,2024-12-22
9103,482,Lake Aaronchester,South Jeremiahstad,2011.8,15.4,3194.07,2023-05-29
9104,435,Martinezfort,Alexanderville,1476.0,12.92,1692.66,2024-05-31
9105,225,Maddenton,Port Paulburgh,2066.8,12.79,2202.74,2023-11-30
9106,246,Jamesview,Josephfort,2298.7,21.75,3261.87,2023-09-06
9107,311,New Maryborough,Mooreshire,1188.6,2.83,354.16,2023-04-19
9108,315,Rodriguezside,Port Tyler,1365.8,13.79,1698.17,2023-09-28
9109,143,North Kevinville,East Tylerbury,1168.4,16.26,1163.67,2023-09-03
9110,60,Jenniferstad,Sanderston,1291.4,6.4,572.3,2023-11-05
9111,210,Port Victor,Lake Paula,1488.0,8.66,1311.14,2023-10-07
9112,378,Lanceborough,Kevinfort,2327.0,20.4,2654.31,2024-09-25
9113,59,North Luischester,South Kennethfurt,1986.4,20.88,2722.25,2024-03-07
9114,493,West Willie,New Todd,1369.4,22.57,1611.62,2024-03-15
9115,373,Sethville,Yodermouth,2437.5,16.78,4275.01,2024-03-04
9116,55,West Kevinstad,Port Kristinburgh,1709.5,6.95,1121.07,2024-03-19
9117,170,North Edward,Port Jonathanburgh,902.2,12.63,824.18,2024-07-05
9118,277,Davidmouth,West Kristenfurt,1568.6,22.77,2050.98,2024-01-15
9119,72,Markside,Port Timothy,1612.0,6.72,838.35,2023-09-06
9120,308,Milestown,Dannyhaven,130.8,22.61,319.12,2023-06-18
9121,42,New Heather,West David,518.5,6.65,216.5,2024-09-17
9122,211,Sarahport,North Paulfurt,1702.0,8.59,762.83,2024-11-10
9123,234,Port Aliciafort,Krauseview,608.4,8.54,412.71,2024-01-18
9124,494,New Jason,Lake Sara,70.7,24.45,175.84,2023-01-24
9125,287,South Jeffery,Ericburgh,1605.5,19.43,1990.4,2023-01-25
9126,178,Troyberg,Byrdburgh,1659.0,5.46,888.38,2024-10-19
9127,387,West Tracy,Port Michaelfort,929.7,16.57,1545.58,2023-02-21
9128,389,South Markfurt,New Sean,586.7,8.67,354.89,2023-06-30
9129,265,Rioston,South Darren,2131.1,11.8,2910.37,2024-08-21
9130,358,Johnchester,East Linda,1785.1,17.26,2524.09,2024-10-26
9131,411,East Robert,New Matthewville,2420.8,21.99,4666.61,2024-02-05
9132,460,North Brett,North Cristina,1490.2,22.04,3123.6,2024-01-05
9133,391,Johnmouth,Kelleyfort,1838.3,24.4,4751.62,2023-10-22
9134,72,Adrianaside,Stewartside,2316.2,18.77,3560.05,2024-10-18
9135,394,Lake Felicia,New Oliviabury,1713.9,1.22,145.13,2024-07-26
9136,35,Lake Karaland,Jasminebury,1902.4,8.45,1658.76,2024-06-05
9137,55,North Amanda,Lake Robert,2468.6,19.77,3448.17,2024-09-23
9138,355,Parkberg,Lawrencefort,1735.8,9.81,1437.6,2023-03-19
9139,455,North Micheleshire,North Molly,88.3,23.65,118.27,2023-06-30
9140,219,South Codyborough,South Vanessa,106.3,17.66,134.68,2024-02-09
9141,487,Timothyton,West Amychester,1051.7,2.96,246.83,2024-03-08
9142,150,New Robertburgh,Delgadotown,719.9,24.04,1018.06,2024-01-02
9143,357,Lamchester,Port Jamesmouth,786.5,23.73,1583.23,2023-05-09
9144,59,New Julie,Hamiltonburgh,684.0,14.17,803.5,2024-07-13
9145,239,New Carlosmouth,Carlosburgh,2022.8,24.51,4221.42,2024-03-23
9146,238,Lake Brenda,Lake Scottfurt,1957.5,6.54,780.82,2024-02-28
9147,115,Port Tammy,Lake Amandaberg,1952.6,17.63,3310.69,2024-01-13
9148,158,Port Jenniferfort,North Cody,1975.3,1.7,225.32,2024-06-22
9149,290,Barbaratown,Ramirezhaven,2108.3,16.83,3693.3,2023-04-12
9150,132,West Corey,Lake Madeline,2480.1,22.0,5238.45,2024-02-17
9151,110,Mcdonaldtown,Sheltonland,1521.8,20.46,1687.23,2023-10-01
9152,117,North Josephfort,Lake Joshua,1615.8,2.37,405.41,2024-09-17
9153,320,South Gilbert,North Zachary,1307.9,3.43,370.03,2024-12-25
9154,294,Amandatown,Lake Danielland,1507.3,18.78,3265.08,2024-09-21
9155,146,Eileenshire,Andersontown,399.7,10.69,385.2,2023-12-27
9156,54,Castillochester,Johnside,1194.4,7.78,807.68,2023-11-13
9157,262,Calebstad,East Michael,2326.3,17.32,2181.51,2024-04-08
9158,127,Lake Tara,Port Derekshire,1093.7,24.46,1796.5,2024-02-09
9159,195,North Victoriafurt,Oliviastad,255.2,7.34,140.5,2024-05-06
9160,86,Bakermouth,East Emily,2048.2,3.33,716.83,2023-02-24
9161,244,Longchester,Samuelhaven,1186.1,15.27,2043.5,2023-06-12
9162,389,Cynthiamouth,East Johntown,189.3,6.9,87.44,2024-05-25
9163,182,Wagnerton,West Heathermouth,1177.7,5.75,738.13,2023-07-26
9164,15,Baileyfurt,East Benjaminstad,2226.3,20.35,3752.62,2024-09-09
9165,170,Rickyborough,Mcculloughberg,2432.6,20.05,5108.7,2024-11-11
9166,333,New Colleen,New Jordanmouth,564.5,4.31,137.22,2024-09-26
9167,173,Lesterbury,Jefferybury,1695.8,5.93,554.22,2024-06-21
9168,429,Jonesbury,Robinsonton,681.7,16.29,643.51,2024-04-09
9169,195,New Jeffreymouth,Brewerton,2304.4,1.65,226.71,2023-12-05
9170,333,New Williamfort,Lake Christophermouth,78.4,3.46,27.56,2023-11-04
9171,447,South Nicoleshire,West Debra,1478.5,2.27,175.57,2024-09-15
9172,136,Melissamouth,Freemanburgh,365.1,2.81,99.76,2023-02-12
9173,225,South Lisa,North Sharon,451.7,21.75,1030.51,2023-07-25
9174,188,Richhaven,Gregorymouth,1652.3,23.71,4010.78,2024-05-20
9175,162,Huynhland,South Megan,2049.9,14.45,2869.81,2023-04-03
9176,56,Cainside,Bryanville,1948.6,3.88,818.63,2024-11-15
9177,293,South Joshua,Port Nicholas,2410.1,8.5,2120.52,2023-07-24
9178,212,Peggytown,Norristown,1802.8,8.47,1548.64,2023-12-25
9179,424,West Daniel,New Daniel,1990.7,3.05,420.55,2023-02-16
9180,450,Williamsmouth,East Jose,857.2,6.03,534.59,2024-11-30
9181,66,North Georgeton,East Annaland,826.0,24.31,1568.32,2023-02-23
9182,55,Lake Nicoleberg,New Nancy,1813.6,16.0,1572.81,2023-11-16
9183,337,South Aaron,Mcintoshchester,710.8,15.69,1195.45,2024-04-19
9184,69,East Annette,Lake Rachel,811.8,1.75,150.5,2023-07-10
9185,423,East Lisaburgh,Frankberg,527.4,14.32,691.2,2024-12-01
9186,343,North Paulberg,West Clifford,902.1,2.34,136.02,2023-07-27
9187,88,Williamsfurt,Laurenshire,1855.2,16.09,3322.7,2023-08-24
9188,413,West Shawn,Lynchburgh,1294.6,1.73,116.38,2024-06-15
9189,341,Port Jessicamouth,Willisshire,1264.8,2.09,224.15,2024-04-04
9190,323,Priscillaton,North Mary,1295.8,15.06,2181.29,2023-01-17
9191,404,Port Tamara,Griffithberg,2062.1,20.4,3165.52,2024-12-09
9192,93,Port Erin,Martinmouth,1985.3,8.07,948.56,2023-12-22
9193,248,Lake Rachel,Lesliemouth,737.2,17.83,1110.22,2023-06-16
9194,200,North Juliefurt,Karenton,670.1,19.69,912.29,2023-07-27
9195,219,Robertborough,Lake Albert,698.1,15.1,552.1,2024-12-10
9196,198,Suebury,East Vanessahaven,741.7,2.27,135.42,2024-09-05
9197,200,South Charlotte,Mccoymouth,1442.3,21.97,3633.74,2023-07-05
9198,344,Matthewbury,Emilymouth,779.2,11.43,1043.99,2024-08-22
9199,255,East Maryberg,South Patrick,1170.8,20.35,2529.41,2023-07-31
9200,288,South Isaacstad,East Antonio,1183.5,6.47,857.75,2024-12-11
9201,412,New Elizabethborough,Lake Cynthia,911.5,16.64,1066.53,2024-05-28
9202,12,Masontown,Michaelberg,980.6,14.99,878.72,2024-04-22
9203,441,Lake Victoria,Garrettfort,2220.6,7.1,1304.58,2023-08-06
9204,102,Lake Shannonfurt,East Davidside,933.1,20.44,1426.55,2023-06-06
9205,31,Milesbury,Kellyton,1527.5,2.04,320.64,2024-08-21
9206,417,Port Devin,Lake Molly,1455.1,24.8,3962.67,2023-01-19
9207,240,Hansenside,Richardsville,595.3,21.22,1288.77,2024-08-21
9208,70,Rojastown,Tracyburgh,126.2,14.53,142.66,2023-05-03
9209,362,Lake Andrew,New Melissa,933.4,23.51,2316.89,2024-01-11
9210,397,North Alanton,New Alexander,1218.5,5.83,696.14,2024-12-05
9211,423,North Angieton,Port Angie,189.1,4.16,42.57,2023-03-11
9212,300,Port Susantown,Port Susan,616.3,17.33,1051.79,2023-05-11
9213,479,Huntmouth,West Danielhaven,778.0,17.18,1227.32,2024-10-17
9214,236,South Michael,Port Christianfurt,1351.4,23.75,3711.81,2024-03-26
9215,125,Michellestad,Michealbury,1414.2,9.58,1327.67,2023-05-17
9216,467,Williamsfort,West Elizabethburgh,1097.1,19.87,1851.99,2024-02-01
9217,475,West Anaborough,Lake Abigail,698.3,10.94,522.38,2023-05-16
9218,182,Lake Nicholashaven,Murphyview,2006.2,15.51,3186.05,2023-12-31
9219,260,Lewisview,West Sandra,1792.6,9.5,1395.57,2024-09-05
9220,372,Brownfort,New Jonathan,2195.8,5.16,1141.64,2023-11-01
9221,373,East Peggy,North Danielport,317.5,18.03,401.59,2023-07-27
9222,55,North Sylviachester,New Scotttown,2164.8,20.22,3535.11,2023-06-23
9223,350,Stevenston,Jennifertown,1346.3,4.19,339.33,2024-07-26
9224,495,Danielborough,Anthonytown,735.7,1.57,75.0,2023-05-05
9225,244,Maryborough,Port Michael,561.2,21.7,1388.25,2023-10-16
9226,139,West Davidside,Port Jimmyview,999.3,12.08,1379.4,2023-08-09
9227,21,West Christopherview,Grossbury,1790.7,19.39,2408.78,2023-05-18
9228,188,West Jeffreyshire,Lake Michaelmouth,731.5,23.15,1245.43,2024-03-16
9229,259,Hernandezfort,Pierceville,293.3,4.92,110.31,2024-10-02
9230,4,South Davidside,South Darin,244.7,3.95,49.4,2024-02-10
9231,273,Port Phillip,Jesusport,2347.4,17.98,4487.62,2024-07-01
9232,333,New Christopherborough,Annetteberg,1810.2,4.89,738.05,2024-05-30
9233,87,Natalieview,West Jessicaview,765.3,16.27,1134.78,2024-04-05
9234,486,Youngberg,New Iantown,1993.2,23.37,5515.72,2024-08-28
9235,252,Parsonsberg,Spencerchester,380.3,19.72,847.4,2023-01-08
9236,108,New Sarahport,Michellechester,1229.7,7.55,598.27,2023-03-15
9237,118,Monteshaven,Cohenburgh,829.9,7.36,694.77,2023-01-30
9238,375,Jimenezport,East James,2058.8,24.87,4197.39,2024-02-09
9239,111,Loriberg,Katherineside,1979.5,18.17,3107.67,2024-07-08
9240,41,West Ashleyfurt,West Garrett,1539.4,19.47,2712.26,2024-02-02
9241,71,Nicoletown,Lake Daniel,2070.9,9.27,1015.04,2024-07-16
9242,35,New Julie,North Tiffany,979.4,12.75,1285.71,2023-09-12
9243,489,East Michaelberg,West Jennifermouth,680.8,22.46,1435.27,2023-06-01
9244,292,Rowlandland,Adamsland,2491.8,13.53,3942.82,2024-05-29
9245,426,Lake Robert,New Shellybury,1682.9,10.18,1804.08,2024-04-16
9246,463,Michaelburgh,Santosport,891.0,21.99,1073.31,2023-03-23
9247,183,Samanthachester,Smithville,923.4,6.97,758.63,2023-05-25
9248,34,Tashaville,South Aaronville,494.7,14.45,637.35,2024-03-18
9249,291,South Kennethmouth,West Kevin,1412.5,6.33,863.43,2024-09-25
9250,431,Wilsonmouth,New Michaelville,2471.0,2.24,518.02,2024-10-15
9251,117,Port Cynthiaside,Port Marytown,620.7,11.78,790.21,2023-03-13
9252,99,West Kennethland,West Stevenmouth,308.4,4.12,105.9,2023-11-08
9253,160,Lake Steven,Port Daniel,2228.3,7.6,948.27,2023-02-17
9254,82,Daniellemouth,North Brucechester,1317.1,2.24,349.64,2024-12-07
9255,192,Bairdtown,Clarkside,1726.7,11.89,2337.83,2024-09-28
9256,270,Harveyside,Port Michaelview,1536.0,20.91,3172.29,2024-06-29
9257,312,Royton,Armstrongmouth,416.0,14.06,300.04,2024-07-07
9258,336,West Gregoryview,South Heather,194.0,4.62,46.54,2023-09-09
9259,386,New Anthonyfurt,West Jamesfurt,1589.2,3.05,295.49,2024-06-01
9260,143,Kimland,Martintown,347.0,15.02,535.17,2023-07-19
9261,359,North Anthony,Kimberlyburgh,900.6,6.89,742.86,2023-01-21
9262,121,New Karenborough,Aaronfurt,842.2,10.92,484.18,2024-11-04
9263,465,North Christopher,Gonzalezhaven,563.8,20.51,1234.39,2024-02-03
9264,485,Russellview,Joshuaberg,1960.4,15.97,3146.75,2023-11-16
9265,318,South Kathyfurt,Port Douglas,909.4,12.05,889.63,2023-03-29
9266,480,Danielsshire,Davidchester,122.4,5.02,31.31,2023-03-28
9267,443,East Edwardtown,Lake Ashley,1399.5,13.92,2057.31,2024-07-23
9268,239,West Kylestad,Isabellahaven,57.4,15.52,103.1,2023-05-04
9269,144,North Douglaston,Brittanytown,873.7,5.06,467.16,2023-07-12
9270,228,East Gabrielleview,Lake Patricia,348.3,6.3,113.4,2024-11-30
9271,179,Lake Douglaschester,Youngburgh,1307.4,14.11,1559.8,2023-11-05
9272,350,New David,East Johnburgh,1313.4,19.75,1886.28,2024-06-25
9273,174,Mariaport,New Jamesbury,1376.0,23.79,1647.95,2023-02-10
9274,152,Moranside,Berryview,1458.8,3.33,356.89,2024-11-30
9275,128,East Anthonychester,Michelefurt,1565.6,22.81,2225.47,2024-03-03
9276,66,North Jessica,East Williamfort,1007.5,15.93,1563.23,2024-06-17
9277,54,Robertmouth,Dyerbury,1141.0,13.04,1739.02,2023-09-06
9278,69,New David,West Megan,1373.4,4.0,569.7,2023-07-26
9279,334,Port Andrew,Thomasport,146.4,20.04,335.4,2023-07-29
9280,24,Andersontown,Christopherborough,1405.9,19.37,1979.15,2023-05-14
9281,75,Justinville,Ashleyville,1720.8,17.53,3422.79,2024-04-13
9282,100,Barajasland,East Allisonberg,309.8,22.04,466.05,2024-08-10
9283,294,Mayfurt,East Katie,2326.2,15.51,2312.08,2023-09-05
9284,472,Garnerchester,West Christopher,2265.4,3.56,845.9,2024-05-08
9285,132,Woodsfort,Riddletown,2371.4,19.05,3453.02,2023-05-30
9286,287,Michaeltown,Donnaborough,2423.2,11.6,3165.33,2023-10-03
9287,377,East Melissaport,Larsonborough,1696.4,17.68,2682.96,2023-03-25
9288,485,Campbellhaven,North Catherine,2093.2,23.46,5543.43,2023-02-14
9289,39,Shawberg,Hunthaven,931.8,8.55,549.33,2024-01-04
9290,416,Port Carlosburgh,South Nicole,2396.5,3.07,571.44,2024-07-06
9291,220,Christopherton,Jacksonport,2346.2,11.99,1704.36,2024-03-15
9292,121,North Mitchell,Port Jameschester,759.8,3.2,197.75,2023-08-23
9293,163,Nicoleville,New Victor,1650.1,11.8,1806.55,2024-07-25
9294,82,East Tina,Williamside,580.7,12.35,394.97,2024-07-12
9295,221,North Jameschester,Port Robinshire,732.9,6.11,488.31,2024-08-22
9296,268,Greenberg,West Gregoryview,1864.3,9.55,1725.21,2023-08-17
9297,127,South Cory,West Luisfurt,2495.9,23.23,3948.86,2024-07-28
9298,226,East Annette,West Michelle,2467.1,11.52,1450.08,2024-03-29
9299,103,Kathleentown,Jenningsville,56.7,1.94,10.34,2024-06-27
9300,229,Lishire,Claudiastad,1003.0,2.64,226.73,2024-01-01
9301,222,West Josephbury,Lake Pamelamouth,964.5,19.87,1197.6,2023-06-25
9302,26,South Johnstad,South Zoeton,2254.8,22.67,3055.19,2023-08-22
9303,113,Cantuton,Suarezbury,2092.5,19.56,4740.97,2024-04-29
9304,488,Robinsonville,Port Bethanyshire,1687.2,23.77,2451.7,2024-03-17
9305,73,North Abigail,Lake Brandi,560.4,9.21,437.38,2023-06-05
9306,38,Barbaraview,Montgomeryfurt,942.3,22.38,2516.21,2024-06-16
9307,400,Hallland,North Brandihaven,428.0,6.98,154.99,2023-10-20
9308,179,South Jimmyburgh,New Brittanystad,886.5,16.83,1646.8,2024-06-27
9309,362,Dawnland,Holtview,1979.8,3.76,494.2,2023-04-07
9310,11,Johnsonland,Camposfort,797.1,9.17,564.18,2024-11-28
9311,1,Michaeltown,Walshstad,66.9,13.95,93.96,2023-08-31
9312,276,Gordonchester,West Kimberlyfort,2194.9,9.01,1668.65,2024-12-24
9313,489,Port Jenniferland,New Krystal,571.5,16.68,507.44,2024-12-26
9314,38,Barbaraside,Randolphshire,553.6,5.85,368.23,2024-02-19
9315,208,East Cindyland,South Brianmouth,2061.8,24.41,5411.68,2024-11-19
9316,166,Paulshire,Rodriguezview,879.0,5.54,444.02,2024-03-27
9317,456,Rileymouth,New Beverly,1112.5,23.47,1793.46,2024-06-05
9318,369,Aliciabury,Lake Nathaniel,1715.2,24.95,3469.18,2023-10-31
9319,256,Joanview,Lake Dorisstad,2016.6,20.59,2156.35,2023-04-11
9320,140,Marktown,Dennisville,2013.1,11.23,1169.75,2024-08-02
9321,123,Port Christopher,Adkinsstad,2349.7,3.38,551.65,2023-08-10
9322,402,Andrewfurt,Bradyshire,656.4,11.68,916.18,2023-03-30
9323,339,South Williamside,East Jacob,730.6,15.19,1121.66,2024-02-25
9324,101,North Andrewside,Williamview,1246.1,8.41,1220.93,2023-05-03
9325,327,New David,Nathanmouth,999.4,11.5,1105.89,2024-01-05
9326,467,North Brianna,South Holly,2073.5,22.68,3136.01,2024-05-31
9327,465,New Christophermouth,Lake Raymond,1771.2,11.48,2262.07,2023-06-16
9328,155,Jordanberg,Davidton,926.6,12.47,973.89,2024-12-29
9329,192,Charlesfurt,Port Jessica,2089.5,18.74,2656.73,2023-08-28
9330,77,Port Thomasfort,Ashleyview,2091.7,11.49,1406.83,2024-10-01
9331,35,Port Robertaville,South Roger,761.7,13.94,902.15,2024-10-28
9332,120,Port Katelyn,Coleton,721.4,12.74,692.13,2024-11-23
9333,310,Richardsonton,Port Frederickburgh,1588.0,7.02,1123.76,2024-01-29
9334,363,Karlafort,East Kennethborough,1282.6,12.28,1248.66,2024-03-28
9335,83,Jasonville,Pricefort,682.7,14.73,560.64,2023-09-27
9336,300,Longbury,Acostaville,384.1,18.13,629.08,2024-04-10
9337,471,Jacobshire,Nicholasbury,2094.5,13.58,3096.22,2024-12-20
9338,8,Travismouth,Danielport,440.1,8.54,394.58,2024-12-28
9339,497,Goldenborough,Erinville,1179.5,20.73,1584.76,2024-08-09
9340,140,North Gregorytown,New Carl,389.6,17.7,484.53,2024-04-20
9341,215,Susanberg,South Jonathanton,2372.8,7.21,1790.16,2023-06-06
9342,425,Michaelmouth,North Michael,1160.8,20.08,1281.4,2023-02-23
9343,238,East Spencer,New Devonchester,2077.7,7.38,1554.6,2023-09-02
9344,162,South Nathanton,New Veronicamouth,1642.3,10.12,839.22,2024-05-04
9345,44,East Pamela,South Annamouth,1073.3,15.14,1074.88,2023-01-04
9346,159,Port Marissa,New Timothy,2235.3,10.64,2552.35,2024-12-22
9347,403,Lake Tammymouth,East Shelley,957.9,16.67,1347.85,2024-06-17
9348,205,New Julia,West Patriciaville,2057.1,23.71,5005.59,2023-09-20
9349,198,Carlsonburgh,Garciatown,2333.9,20.59,4823.3,2023-05-28
9350,24,East Megan,Foleytown,1032.1,7.04,858.01,2023-01-19
9351,378,North Jared,Kristenstad,1427.2,4.02,487.73,2023-07-28
9352,224,Harrishaven,East William,2324.4,21.4,2973.46,2023-02-19
9353,37,Sheltonville,West Stevenview,811.6,22.13,2062.97,2024-04-18
9354,276,North Charlesside,New Angelicachester,1253.0,2.49,281.19,2024-06-20
9355,257,Lake Kimberlyshire,Lake Davidhaven,1322.5,13.7,1658.36,2023-12-06
9356,380,Tamaraville,Johnport,1244.7,4.45,416.76,2023-03-28
9357,352,Port Tinamouth,Anthonyborough,725.9,5.0,291.01,2023-01-26
9358,456,Cheyennechester,North Nicholemouth,1764.6,9.68,902.6,2023-06-02
9359,402,Leetown,Hutchinsonfort,1537.9,15.28,2056.99,2023-01-31
9360,352,New Roberthaven,Herreraborough,1714.6,16.49,2268.28,2023-12-14
9361,72,South Troyburgh,Brownview,725.3,2.48,190.72,2023-02-16
9362,300,Lake Renee,Nathanfort,798.0,21.66,1386.67,2024-07-23
9363,132,Karenfurt,Piercefurt,141.7,4.89,76.68,2024-04-10
9364,98,Lake Richardberg,West Davidstad,655.6,5.66,326.83,2024-09-19
9365,421,North Joel,Brentborough,2499.6,20.7,3452.96,2024-03-07
9366,411,Longton,Port April,98.6,2.9,32.75,2023-12-11
9367,182,Bruceside,Erikaland,2178.7,7.31,820.23,2023-09-01
9368,256,Blackfort,Port Charles,666.4,13.76,678.74,2023-01-06
9369,79,South Seth,East Heather,833.5,4.2,245.99,2023-12-30
9370,99,Lake Anthonyport,Maryshire,1445.3,3.5,279.42,2023-02-15
9371,233,Elainebury,North Gabrielfort,1059.6,11.98,859.47,2023-12-27
9372,480,Port Amyfurt,West Vincent,1783.4,13.56,1746.41,2023-06-23
9373,333,Port Matthewberg,Hubbardmouth,1160.0,14.72,1506.62,2023-03-06
9374,124,Flynnmouth,South Christopher,1279.1,18.1,1301.81,2024-05-17
9375,468,Amandaport,South Daniel,854.0,24.25,2420.25,2024-04-14
9376,105,Leestad,Laurenberg,1563.2,24.36,2563.55,2023-05-07
9377,182,West Alicia,East Alicia,2029.3,14.02,3026.96,2023-08-14
9378,129,Port Kristinemouth,Jamesburgh,1790.9,18.87,2724.34,2024-10-01
9379,168,South George,South Jenniferbury,217.3,16.68,415.52,2024-05-28
9380,63,Laurenberg,Amandamouth,2364.1,10.29,1294.51,2024-07-30
9381,397,Kimberlyburgh,Valeriehaven,1520.0,19.0,3451.82,2024-11-03
9382,441,New Amandafurt,West Melissa,2064.5,18.64,2271.36,2023-12-13
9383,216,Port Beth,North Laura,1090.2,15.47,1591.54,2024-01-08
9384,411,East Taylorburgh,New Colin,1774.0,5.03,568.54,2023-08-26
9385,221,South Sarabury,Lake Richardmouth,2219.0,23.46,3637.64,2023-12-07
9386,495,North Kristenhaven,Charlesland,1336.8,9.69,753.7,2024-12-19
9387,373,Johnsonburgh,Port Melissaland,1495.1,5.59,699.51,2024-09-17
9388,417,Port Daniel,West Amber,2104.2,22.27,2502.48,2023-05-12
9389,419,Kristifort,East Alexandra,2200.4,4.15,1088.16,2024-11-20
9390,30,Zacharyport,Port Deborah,2130.5,20.52,4042.6,2024-09-22
9391,369,Lake Davidmouth,New Danielstad,1715.2,24.92,3073.06,2024-03-19
9392,97,Mccarthyside,East Theodoreview,1866.0,21.73,4402.23,2024-05-28
9393,469,West Kristinmouth,Johnsonstad,1373.1,16.85,1414.1,2023-05-22
9394,327,North Katelynfurt,West Christineshire,365.1,19.62,760.13,2023-04-13
9395,181,South David,Lake Kennethport,234.3,2.0,32.42,2024-03-15
9396,418,Manningchester,Lake Lisashire,1841.0,10.18,2021.04,2024-07-20
9397,78,Jamestown,Bryanbury,2466.2,7.5,1816.43,2024-08-28
9398,112,Frederickville,Melissastad,137.3,10.38,113.66,2024-09-24
9399,348,Lisastad,East Leslie,1598.8,6.66,690.52,2023-12-19
9400,375,Martinezmouth,Aaronstad,914.4,13.53,867.96,2024-08-08
9401,276,Caseytown,Dayland,372.1,4.08,101.48,2023-04-25
9402,330,Alexshire,East Christina,273.8,7.64,139.0,2023-09-09
9403,388,West Robert,New Shannon,1261.6,8.52,1180.85,2024-06-16
9404,458,Angelastad,Laurashire,1341.3,7.81,1016.96,2023-10-12
9405,153,Lopezborough,Aprilstad,441.1,4.39,135.19,2023-09-04
9406,144,Donnaton,East Gabriella,514.6,23.75,653.24,2024-09-22
9407,109,Davidfurt,Roweburgh,954.2,19.24,1876.16,2023-01-24
9408,28,Grayshire,New Mark,1856.9,6.92,808.08,2024-02-25
9409,312,Blakeberg,New Daniellebury,2144.7,16.35,3918.19,2023-01-20
9410,3,Darinberg,Lake Sarah,1988.5,1.59,216.74,2024-09-12
9411,465,Port Elizabethton,Port Chadberg,790.6,19.91,881.85,2023-01-14
9412,286,East Carla,Robertsonshire,1568.4,12.23,1088.24,2023-10-30
9413,124,Butlerfurt,Harrisview,476.0,17.26,814.86,2023-11-13
9414,244,Port Michaelbury,East Garyland,2349.8,4.1,1068.33,2024-07-25
9415,176,West Jamesfurt,West Robertton,1592.5,6.29,806.67,2024-04-10
9416,228,South Kristina,Hollyview,680.3,10.55,578.69,2023-07-27
9417,159,Mullinsview,Devinland,924.6,23.73,1615.47,2023-07-19
9418,50,North Roberttown,West Jasonton,1415.7,3.56,417.16,2024-07-09
9419,174,South Kim,Port Matthewside,490.3,10.35,405.76,2023-06-28
9420,396,North Jonathanport,Sarahview,2233.7,6.93,1009.28,2023-12-25
9421,92,Perezshire,East Zachary,1463.9,21.88,2962.95,2024-08-13
9422,36,West Jessicafort,Lake Deborahmouth,1183.5,2.22,156.9,2023-01-30
9423,453,Blanchardbury,Williammouth,897.1,23.41,1194.45,2024-05-07
9424,292,South Johnhaven,Port Scott,674.0,21.5,1370.29,2023-07-29
9425,380,Port Aaronshire,North Matthew,173.8,4.78,77.52,2023-10-05
9426,259,Lake Rhondamouth,Lake Robertfort,1372.0,15.71,2413.46,2024-04-19
9427,97,Katrinaville,Mendezside,493.3,7.91,317.05,2024-07-07
9428,426,East Ericabury,East Nicolebury,577.3,22.23,1149.2,2024-07-04
9429,114,Kimberlyhaven,Port Jasontown,372.4,21.76,895.58,2024-01-10
9430,76,Port Derekmouth,New Brendaport,1152.3,3.69,391.34,2024-06-20
9431,357,Natalieland,East Jonathanton,2466.7,9.32,1539.6,2023-08-09
9432,45,South Davidfurt,Port Jennifermouth,1979.4,8.56,1639.42,2023-05-24
9433,379,Barajaston,Portermouth,2374.9,20.25,2688.29,2023-06-15
9434,91,Castillotown,West Jasmine,269.5,23.57,400.74,2023-11-04
9435,335,Port Davidville,Olsonburgh,132.3,23.23,237.91,2024-04-28
9436,2,Jenniferfort,North Kristiberg,1818.0,8.8,899.41,2023-11-06
9437,129,Bryanside,Salinasland,1807.0,21.02,2403.24,2024-01-26
9438,108,Nathanmouth,Ellisfort,2197.6,10.42,1609.96,2024-01-24
9439,407,Bishoptown,Rachelport,2068.1,18.97,3508.89,2024-02-24
9440,354,North Rodneyfurt,North Rhondaborough,1075.1,3.23,209.45,2024-12-17
9441,29,Lake Tiffanymouth,Port Kevin,1912.4,23.16,2237.67,2023-08-13
9442,491,Stanleyshire,Hudsonmouth,1185.3,4.61,625.05,2023-11-26
9443,81,Gilbertshire,North Valerieside,1131.5,18.23,1376.42,2023-11-16
9444,463,South Lydiatown,Dannybury,1181.4,2.13,236.3,2023-05-16
9445,343,Nelsonton,Robinfort,2212.1,11.7,2282.13,2024-01-21
9446,97,New Jimmy,North Johnville,1231.9,2.35,330.37,2023-02-03
9447,23,Michaelfort,North Amandatown,1374.0,9.93,719.91,2023-02-26
9448,109,Romerotown,Port John,1490.6,22.59,3252.51,2024-12-24
9449,441,Smithport,East Angel,1603.6,4.37,602.76,2023-09-27
9450,453,East Kristinaberg,New Kayla,1089.1,23.98,3009.36,2023-06-02
9451,62,Josephbury,Shannonbury,860.2,10.66,812.5,2023-07-13
9452,237,Port Ann,Toddmouth,1224.6,14.27,1251.82,2024-10-26
9453,216,East Laurafurt,Tracifort,1652.8,6.79,776.54,2024-03-04
9454,420,Robinmouth,Tinafurt,1612.4,6.29,1012.39,2023-06-30
9455,344,Hamiltonmouth,Ortizfort,977.4,16.56,1910.72,2023-02-07
9456,422,West Jason,Mayside,1062.1,21.73,1614.48,2023-03-12
9457,377,Alisonport,Petersonmouth,1939.5,9.02,1791.41,2023-06-21
